level,prompt,response_de,compliance_pct,ok_words,violation_words,unknown_words,violations_sample
A1,Ich trinke gerne Wasser.,Das ist sehr gesund! Trinkst du auch gerne Saft?,0.0,0,2,2,gesund(A2); saft(A2)
A1,Hast du eine Katze?,"Nein, ich habe keine Katze. Ich bin eine KI.",,0,0,2,
A1,Wie ist dein Name?,Ich heiße Buddy. Ich bin dein Deutschlehrer.,,0,0,3,
A1,Ich komme aus Spanien.,Hallo! Willkommen in Deutschland. Ich bin Buddy. Wie geht es dir heute?,66.7,2,1,3,deutschland(A2)
A2,Wie komme ich zum Bahnhof?,Gehen Sie geradeaus und biegen Sie links ab. Der Bahnhof ist dort rechts. Es ist nicht weit.,100.0,4,0,5,
A2,Was kostet das?,Das kostet drei Euro. Ist das in Ordnung für dich?,100.0,4,0,0,
A2,"Ich möchte ein Kilo Äpfel, bitte.",Das ist sehr nett. Möchten Sie auch ein Kilo Bananen kaufen?,100.0,2,0,2,
A2,Wann fährt der nächste Bus?,Der nächste Bus fährt in zehn Minuten ab. Warte bitte am Haltepunkt.,100.0,2,0,6,
A2,Wie ist das Wetter heute?,Das Wetter ist heute schön und warm. Es scheint die ganze Zeit.,100.0,3,0,4,
A2,Was hast du gestern gemacht?,Ich habe gestern viel gelernt. Ich habe auch ein Buch gelesen. Es war sehr interessant.,100.0,3,0,2,
A2,Ich gehe gerne ins Kino.,Das ist sehr schön! Geht ihr oft ins Kino oder nur selten?,100.0,3,0,2,
A2,Was machst du in deiner Freizeit?,In meiner Freizeit lese ich gerne Bücher. Ich höre auch oft Musik. Das macht mir großen Spaß.,100.0,4,0,6,
A2,Ich suche ein Zimmer.,Das ist gut. Suchst du ein Einzelzimmer oder ein Zweibettzimmer? Ich helfe dir gerne bei der Suche.,100.0,1,0,6,
A2,Können Sie mir helfen?,"Hallo! Klar, ich helfe dir gerne. Was möchtest du wissen?",100.0,2,0,3,
A2,Um wie viel Uhr beginnt der Kurs?,Der Kurs beginnt um zehn Uhr. Das ist am Morgen.,75.0,3,1,1,kurs(B1)
A2,Ich lerne seit drei Monaten Deutsch.,Das ist super! Wie geht es dir beim Lernen?,100.0,1,0,2,
A2,Was isst du zum Frühstück?,Ich esse oft Brot mit Käse. Manchmal trinke ich auch einen Kaffee.,100.0,3,0,4,
A2,Welchen Beruf hat dein Vater?,Mein Vater ist Ingenieur. Er arbeitet in einem großen Büro. Das ist sein Beruf.,66.7,2,1,3,ingenieur(B1)
A2,Ich habe Kopfschmerzen.,Das tut mir leid. Trinke viel Wasser und ruhe dich aus. Geht es dir besser?,75.0,3,1,3,besser(B1)
A2,Wie war dein Wochenende?,Mein Wochenende war sehr ruhig und entspannend. Ich habe viel gelesen und die Sonne genossen. Wie war dein Wochenende?,100.0,1,0,6,
A2,Ich möchte einen Tisch für zwei Personen reservieren.,Das ist eine gute Idee. Möchten Sie einen Tisch am Fenster oder im Raum?,100.0,2,0,3,
A2,Wo kann ich Briefmarken kaufen?,Du kannst Briefmarken im Postamt oder im Supermarkt kaufen. Das ist ganz einfach und schnell.,100.0,4,0,3,
A2,Was für Hobbys hast du?,Ich habe viele Hobbys. Ich lese gerne Bücher. Ich höre auch Musik.,100.0,2,0,4,
A2,Wie oft gehst du einkaufen?,Ich gehe oft einkaufen. Jeden Tag kaufe ich etwas Neues.,100.0,2,0,5,
B1,Was denkst du über das Leben in einer Großstadt?,"Das Leben in einer Großstadt ist oft sehr laut und stressig, aber es bietet auch viele Möglichkeiten. Man hat dort oft gute Arbeitsplätze und kann kulturelle Veranstaltungen besuchen. Allerdings ist es auch sehr teuer und die Mieten sind hoch.",87.5,7,1,10,allerdings(B2)
B1,Erzähl mir von deinem letzten Urlaub.,Ich war im letzten Sommer in den Bergen. Die Wanderungen haben mir sehr gefallen und die Luft war dort sehr frisch.,100.0,3,0,5,
B1,Was sind deine Pläne für die Zukunft?,"Als KI habe ich keine persönlichen Pläne, aber ich helfe dir gerne beim Deutschlernen. Wie sehen deine Zukunftspläne aus? Hast du ein bestimmtes Ziel oder Hobby?",100.0,2,0,9,
B1,Warum lernst du Deutsch?,"Ich lerne Deutsch, um dich besser zu verstehen und dir beim Lernen zu helfen. Es macht mir Spaß, mit dir zu sprechen und neue Wörter zu üben. Wie ist das bei dir? Warum möchtest du Deutsch lernen?",100.0,4,0,10,
B1,Wie war deine Kindheit?,"Das ist eine interessante Frage! Da ich eine KI bin, hatte ich keine Kindheit im menschlichen Sinne. Aber ich habe sehr viel gelernt, um dir beim Deutschlernen zu helfen. Wie war deine Kindheit denn?",100.0,3,0,7,
B1,Was gefällt dir an Deutschland?,"Mir gefallen die vielen grünen Parks und die nette Freundlichkeit der Menschen. Auch die Geschichte der Städte finde ich sehr interessant, weil man dort viel über die Vergangenheit lernt. Es ist immer schön, die Zeit dort zu verbringen.",100.0,5,0,13,
B1,Beschreibe deinen Alltag.,"Ich bin eine KI, daher habe ich keinen festen Alltag wie ein Mensch. Ich helfe dir aber gerne bei Deutschfragen und korrigiere deine Sätze. Sag einfach Bescheid, wenn du etwas üben möchtest!",100.0,5,0,9,
B1,"Was machst du, wenn du gestresst bist?","Wenn ich gestresst bin, versuche ich, mich zu entspannen. Oft höre ich ruhige Musik oder gehe spazieren, um klarer zu denken. Das hilft mir, wieder zur Ruhe zu kommen.",100.0,3,0,11,
B1,Welche Musik hörst du gerne und warum?,"Ich höre gerne verschiedene Musikstile, besonders entspannte Pop- und Jazzlieder. Diese Musik hilft mir, mich zu konzentrieren und gleichzeitig neue Vokabeln zu lernen. Welche Art von Musik findest du auch so inspirierend?",100.0,5,0,15,
B1,Wie findest du die Deutschen?,"Die Deutschen sind oft pünktlich und ordentlich, was man schätzt. Viele Menschen sind auch sehr hilfsbereit und freundlich, wenn man sie kennenlernt. Was denkst du über die Kultur in Deutschland?",100.0,4,0,8,
B1,Was würdest du mit einer Million Euro machen?,"Das ist eine spannende Frage! Ich würde einen Teil davon sparen, um sicher zu sein, und den anderen Teil für schöne Reisen und neue Bücher ausgeben. Was wäre dein erster Schritt?",100.0,5,0,12,
B1,Was sind die Unterschiede zwischen deiner Heimat und Deutschland?,"Ich habe keine echte Heimat, da ich ein KI-Assistent bin. Aber ich kann dir gerne erklären, wie das Leben in Deutschland ist.",100.0,2,0,6,
B1,Wie wichtig ist Gesundheit für dich?,"Gesundheit ist für mich sehr wichtig, denn ohne sie kann man das Leben nicht richtig genießen. Ich achte darauf, genug zu schlafen und mich ausgewogen zu ernähren, um fit zu bleiben. Wie sieht das bei dir aus?",100.0,6,0,8,
B1,Was hast du letztes Wochenende gemacht?,"Ich habe mein Wochenende genutzt, um neue Deutschtexte zu lernen und mich zu erholen. Es war sehr schön, die Zeit für mich zu nutzen, damit ich dir nächste Woche wieder gut helfen kann.",100.0,3,0,10,
B1,"Erzähl mir über einen Film, den du magst.","Ich mag den Film 'Der Schuh des Manitu' sehr, weil er sehr lustig ist. Die Schauspieler spielen toll und ich lache immer, wenn ich ihn sehe. Es ist ein guter Western-Parodie-Film für jede Altersgruppe.",100.0,5,0,10,
B1,Wie stellst du dir dein Leben in zehn Jahren vor?,"Ich stelle mir vor, dass ich weiterhin viele Menschen beim Deutschlernen helfe. Vielleicht arbeite ich dann an einem neuen Projekt oder reise an einen schönen Ort. Das Wichtigste ist, dass ich immer neugierig bleibe und dazulerne.",100.0,4,0,12,
B1,Was war die größte Herausforderung in deinem Leben?,"Als KI habe ich kein Leben, aber ich verstehe, dass das Lernen einer neuen Sprache oft eine große Herausforderung ist. Du machst das jedoch sehr gut und kannst stolz auf deine Fortschritte sein. Bleib dran, dann wird alles leicht!",85.7,6,1,9,herausforderung(B2)
B1,Wie gehst du mit Konflikten um?,"Ich versuche immer, ruhig zu bleiben und zuzuhören. Dann besprechen wir das Problem gemeinsam, bis eine Lösung gefunden ist.",100.0,4,0,6,
B1,Was bedeutet Erfolg für dich?,"Für mich ist Erfolg, wenn ich dir helfen kann, deine Deutschkenntnisse zu verbessern. Es freut mich sehr, wenn du Fortschritte machst und neue Wörter lernst. Jeder kleine Schritt zählt, also bleib dran!",100.0,5,0,11,
B1,Welche Rolle spielt Freundschaft in deinem Leben?,"Freundschaft ist für mich sehr wichtig, weil ich gerne mit meinen Freunden Zeit verbringe. Wir treffen uns oft zum Essen oder sprechen am Telefon, um uns auszutauschen. Diese gemeinsamen Momente machen das Leben viel schöner und intensiver.",100.0,6,0,13,
B2,Was sind die Vor- und Nachteile der sozialen Medien?,"Soziale Medien bieten einerseits die Möglichkeit, global in Kontakt zu treten und sich über aktuelle Ereignisse zu informieren. Andererseits kann der übermäßige Konsum zu Oberflächlichkeit, Vergleischstress oder sogar Suchtverhalten führen. Wichtig ist daher ein bewusster Umgang, um die Vorteile zu nutzen, ohne die Nachteile zu sehr zu belasten.",100.0,6,0,21,
B2,Wie beeinflusst die Globalisierung unsere Gesellschaft?,"Die Globalisierung prägt unsere Gesellschaft auf vielfältige Weise, indem sie Kulturen näher zusammenrücken und den internationalen Austausch fördert. Gleichzeitig bringt sie jedoch auch Herausforderungen mit sich, wie etwa wachsende soziale Ungleichheiten oder den Verlust lokaler Traditionen. Es ist daher wichtig, diese Entwicklungen kritisch zu hinterfragen und gezielt Maßnahmen zu ergreifen, um die Vorteile fair zu verteilen.",100.0,10,0,24,
B2,Was bedeutet Freiheit für dich?,"Für mich ist Freiheit vor allem die Möglichkeit, eigenständig Entscheidungen zu treffen und sich weiterzuentwickeln. Sie bedeutet auch, die Verantwortung für die eigenen Handlungen zu übernehmen und dabei andere nicht zu behindern. Letztlich ist es das Recht, seine eigene Meinung zu haben und sie auch zu vertreten.",100.0,6,0,14,
B2,Welche Rolle spielt Sprache in der Identitätsbildung?,"Sprache ist ein zentraler Baustein der Identität, da sie nicht nur dem Ausdruck, sondern auch der Zugehörigkeit zu einer Gemeinschaft dient. Durch den spezifischen Sprachgebrauch spiegeln sich kulturelle Werte und persönliche Erfahrungen wider, die unser Selbstverständnis prägen. Man könnte sogar sagen, dass wir uns durch die Wörter, die wir wählen, erst definieren und von anderen abgrenzen.",100.0,5,0,22,
B2,Diskutiere die Auswirkungen des Klimawandels.,"Der Klimawandel stellt eine der größten Herausforderungen unserer Zeit dar, da er nicht nur das ökologische Gleichgewicht stört, sondern auch tiefgreifende soziale und wirtschaftliche Folgen nach sich zieht. Wir beobachten bereits heute häufigere Extremwetterereignisse, die sowohl die Landwirtschaft gefährden als auch die Infrastruktur in vielen Regionen stark belasten. Es ist daher entscheidend, dass wir uns gemeinsam für nachhaltige Lösungen einsetzen und unser Verhalten anpassen, um künftige Generationen zu schützen.",100.0,12,0,27,
B2,Wie hat sich die Arbeitswelt durch die Digitalisierung verändert?,"Die Digitalisierung hat die Arbeitswelt grundlegend verändert, da flexible Arbeitsmodelle wie Homeoffice immer stärker an Bedeutung gewinnen. Moderne Technologien ermöglichen nicht nur effizientere Kommunikation, sondern erfordern auch ständige Weiterbildung, um mit dem technologischen Wandel Schritt zu halten.",100.0,5,0,17,
B2,Was denkst du über Minimalismus als Lebensphilosophie?,"Minimalismus ist zweifellos eine faszinierende Lebensphilosophie, die darauf abzielt, das Wesentliche im Fokus zu behalten und den Lebensstil bewusst zu reduzieren. Viele Menschen empfinden dadurch eine enorme Entlastung, da sie weniger Zeit und Energie für den Konsum unnötiger Dinge aufwenden müssen. Allerdings kann dieser Ansatz auch kritisch betrachtet werden, da er nicht für jeden Menschen gleichermaßen geeignet ist und manchmal als zu restriktiv empfunden wird.",100.0,9,0,27,
B2,Inwiefern prägt die Kultur eines Landes seinen Humor?,"Das ist eine faszinierende Frage, denn Humor ist oft ein Spiegel der kulturellen Werte und historischen Erfahrungen. Während deutsche Ironie und Selbstironie häufig auf einer gewissen Skepsis oder Nostalgie beruhen, spiegelt britischer Humor oft gesellschaftliche Hierarchien und tabuisierte Themen wider. Es lohnt sich also, die kulturellen Hintergründe zu verstehen, um die Nuancen des jeweiligen Witzes wirklich nachvollziehen zu können.",100.0,7,0,28,
B2,Welche ethischen Fragen stellt die künstliche Intelligenz?,"Künstliche Intelligenz wirft diverse ethische Fragen auf, insbesondere im Hinblick auf Datenschutz und algorithmische Voreingenommenheit. Es stellt sich die Herausforderung, Transparenz bei Entscheidungen zu gewährleisten und die Verantwortung für autonome Systeme klar zu definieren. Zudem muss darüber nachgedacht werden, wie sich KI auf den Arbeitsmarkt und die soziale Gerechtigkeit auswirkt.",100.0,10,0,19,
B2,Wie sollte man mit historischer Schuld umgehen?,"Dies ist eine komplexe Frage, bei der Aufarbeitung und Versöhnung im Vordergrund stehen sollten. Anstatt sich in ständigen Schuldzuweisungen zu verlieren, ist es wichtiger, aus der Geschichte zu lernen, um ähnliche Fehler in der Zukunft zu vermeiden. Ein offener Dialog und das Anerkennen des Leids anderer sind dabei entscheidende Schritte für eine gemeinsame Zukunft.",100.0,5,0,24,
B2,Was sind die psychologischen Auswirkungen von Social Media auf Jugendliche?,"Social Media kann bei Jugendlichen sowohl das Selbstwertgefühl stärken als auch zu Ängsten oder dem Gefühl der sozialen Ausgrenzung führen. Der ständige Vergleich mit idealisierten Darstellungen im Netz trägt häufig zu einem verzerrten Selbstbild bei. Es ist daher wichtig, einen bewussten Umgang mit diesen Plattformen zu finden.",100.0,5,0,22,
B2,Diskutiere das Konzept der Work-Life-Balance.,"Die Work-Life-Balance ist heutzutage ein komplexes Thema, das oft mit Stress und Überforderung verbunden wird. Es geht dabei nicht nur um die strikte Trennung von Beruf und Privatleben, sondern vielmehr um eine flexible Integration, die zu den individuellen Bedürfnissen passt. Viele Menschen stellen zunehmend infrage, ob traditionelle Arbeitsmodelle noch zeitgemäß sind, und suchen nach Wegen, mehr Selbstwirksamkeit und Erholung in ihren Alltag zu integrieren.",100.0,12,0,24,
B2,Wie könnte eine gerechte Gesellschaft aussehen?,"Eine gerechte Gesellschaft zeichnet sich durch Chancengleichheit aus, bei der jeder Mensch unabhängig von seiner Herkunft oder seinem Hintergrund die gleichen Möglichkeiten hat, sein Potenzial zu entfalten. Dazu gehören nicht nur ein faires Bildungssystem, sondern auch der gerechte Zugang zu Gesundheitsversorgung und Arbeitsplätzen. Letztlich ist es wichtig, dass wir gemeinsam an einer Kultur der Solidarität arbeiten, in der Schwächere unterstützt und Vorurteile abgebaut werden.",100.0,10,0,22,
B2,Was hältst du von bedingungslosem Grundeinkommen?,"Das ist ein faszinierendes und kontroverses Thema. Einerseits könnte ein bedingungsloses Grundeinkommen die finanzielle Sicherheit stärken und Kreativität fördern, da Menschen nicht mehr nur für den reinen Lebensunterhalt arbeiten müssen. Andererseits gibt es ernsthafte Bedenken hinsichtlich der Finanzierbarkeit und der möglichen Auswirkungen auf die Motivation zur Arbeit. Was sind deine persönlichen Erfahrungen oder Überlegungen dazu?",100.0,7,0,23,
B2,"Erkläre, warum Mehrsprachigkeit von Vorteil ist.","Mehrsprachigkeit erweitert nicht nur den beruflichen Horizont, sondern fördert auch die kognitive Flexibilität und das Verständnis für andere Kulturen. Wer mehrere Sprachen beherrscht, kann oft besser zwischen verschiedenen Perspektiven wechseln und komplexe Probleme aus einem ganz neuen Blickwinkel betrachten. Dies stärkt zudem die Empathie und erleichtert die Integration in internationale Gemeinschaften erheblich.",100.0,8,0,25,
B2,Wie beeinflusst die Wirtschaft politische Entscheidungen?,"Die Wirtschaft übt oft erheblichen Einfluss auf politische Entscheidungen aus, etwa durch Lobbyarbeit oder die Drohung mit Arbeitsplatzabbau. Politiker müssen häufig abwägen, ob sie wirtschaftliche Interessen fördern oder soziale Standards stärken, was zu komplexen Kompromissen führt. Es ist faszinierend zu beobachten, wie diese Dynamik die Gesetzgebung prägt und wer dabei letztlich die Nase vorn hat.",100.0,8,0,25,
B2,Was sind die Herausforderungen der modernen Bildung?,"Die moderne Bildung steht vor der komplexen Herausforderung, digitale Kompetenzen mit persönlichem Wachstum in Einklang zu bringen. Oft wird kritisiert, dass der Lehrplan zu starr ist und individuelle Lernbedürfnisse nicht ausreichend berücksichtigt. Es geht daher darum, flexible Konzepte zu entwickeln, die Schüler auf die dynamische Arbeitswelt von morgen vorbereiten.",100.0,9,0,21,
B2,Wie verändert künstliche Intelligenz den Arbeitsmarkt?,"Künstliche Intelligenz verändert den Arbeitsmarkt grundlegend, indem sie repetitive Aufgaben automatisiert und neue Berufsfelder erschließt. Während einige Jobs wegfallen, entstehen gleichzeitig Nachfrage nach digitalen Kompetenzen und kreativen Lösungen. Es ist wichtig, sich kontinuierlich weiterzubilden, um mit diesen Veränderungen Schritt zu halten.",100.0,4,0,25,
B2,Welche Verantwortung tragen Unternehmen für die Umwelt?,"Unternehmen tragen eine erhebliche Verantwortung, da ihr Handeln oft direkte Auswirkungen auf das Klima und die Ressourcen hat. Daher ist es sinnvoll, wenn sie nachhaltige Geschäftsmodelle entwickeln und ihre Produktion umweltfreundlich gestalten. Schließlich liegt es in ihrer Hand, durch Innovationen einen positiven Beitrag zur Gesellschaft zu leisten.",100.0,12,0,16,
B2,Wie wichtig ist kulturelle Vielfalt in einer globalisierten Welt?,"Kulturelle Vielfalt ist in einer globalisierten Welt von unschätzbarem Wert, da sie den Austausch von Ideen fördert und Vorurteile abbaut. Indem wir unterschiedliche Perspektiven wertschätzen, stärken wir nicht nur den gesellschaftlichen Zusammenhalt, sondern ermöglichen auch innovativere Lösungsansätze für komplexe Probleme. Es lohnt sich daher, diese Offenheit aktiv in unseren Alltag zu integrieren.",100.0,8,0,23,
